station,datetime,wdir,wspd,wpgt
47107,2017-09-29 00:00:00,260.0,11.2,
47107,2017-09-29 01:00:00,350.0,3.6,
47107,2017-09-29 02:00:00,340.0,9.4,
47107,2017-09-29 03:00:00,40.0,9.4,
47107,2017-09-29 04:00:00,70.0,14.8,
47107,2017-09-29 05:00:00,130.0,14.8,
47107,2017-09-29 06:00:00,240.0,24.1,
47107,2017-09-29 07:00:00,260.0,22.3,
47107,2017-09-29 08:00:00,260.0,25.9,
47107,2017-09-29 09:00:00,260.0,22.3,
47107,2017-09-29 10:00:00,210.0,13.0,
47107,2017-09-29 11:00:00,220.0,11.2,
47107,2017-09-29 12:00:00,250.0,25.9,
47107,2017-09-29 13:00:00,250.0,22.3,
47107,2017-09-29 14:00:00,240.0,24.1,
47107,2017-09-29 15:00:00,250.0,22.3,
47107,2017-09-29 16:00:00,230.0,22.3,
47107,2017-09-29 17:00:00,250.0,24.1,
47107,2017-09-29 18:00:00,260.0,18.4,
47107,2017-09-29 19:00:00,240.0,13.0,
47107,2017-09-29 20:00:00,350.0,3.6,
47107,2017-09-29 21:00:00,230.0,13.0,
47107,2017-09-29 22:00:00,240.0,16.6,
47107,2017-09-29 23:00:00,260.0,13.0,
47107,2017-09-30 00:00:00,250.0,18.4,
47107,2017-09-30 01:00:00,250.0,22.3,
47107,2017-09-30 02:00:00,250.0,27.7,
47107,2017-09-30 03:00:00,260.0,27.7,
47107,2017-09-30 04:00:00,250.0,25.9,
47107,2017-09-30 05:00:00,260.0,27.7,
47107,2017-09-30 06:00:00,250.0,27.7,
47107,2017-09-30 07:00:00,250.0,18.4,
47107,2017-09-30 08:00:00,260.0,27.7,
47107,2017-09-30 09:00:00,210.0,7.6,
47107,2017-09-30 10:00:00,240.0,13.0,
47107,2017-09-30 11:00:00,240.0,22.3,
47107,2017-09-30 12:00:00,240.0,5.4,
47107,2017-09-30 13:00:00,230.0,9.4,
47107,2017-09-30 14:00:00,240.0,7.6,
47107,2017-09-30 15:00:00,250.0,13.0,
47107,2017-09-30 16:00:00,260.0,14.8,
47107,2017-09-30 17:00:00,260.0,11.2,
47107,2017-09-30 18:00:00,250.0,9.4,
47107,2017-09-30 19:00:00,360.0,1.8,
47107,2017-09-30 20:00:00,270.0,5.4,
47107,2017-09-30 21:00:00,160.0,1.8,
47107,2017-09-30 22:00:00,300.0,5.4,
47107,2017-09-30 23:00:00,20.0,3.6,
47107,2017-10-01 00:00:00,280.0,1.8,
47107,2017-10-01 01:00:00,250.0,3.6,
47107,2017-10-01 02:00:00,130.0,1.8,
47107,2017-10-01 03:00:00,260.0,16.6,
47107,2017-10-01 04:00:00,270.0,9.4,
47107,2017-10-01 05:00:00,300.0,9.4,
47107,2017-10-01 06:00:00,30.0,14.8,
47107,2017-10-01 07:00:00,230.0,14.8,
47107,2017-10-01 08:00:00,240.0,9.4,
47107,2017-10-01 09:00:00,270.0,1.8,
47107,2017-10-01 10:00:00,210.0,5.4,
47107,2017-10-01 11:00:00,170.0,1.8,
47107,2017-10-01 12:00:00,200.0,11.2,
47107,2017-10-01 13:00:00,220.0,7.6,
47107,2017-10-01 14:00:00,170.0,7.6,
47107,2017-10-01 15:00:00,210.0,5.4,
47107,2017-10-01 16:00:00,150.0,1.8,
47107,2017-10-01 17:00:00,240.0,1.8,
47107,2017-10-01 18:00:00,220.0,1.8,
47107,2017-10-01 19:00:00,190.0,1.8,
47107,2017-10-01 20:00:00,270.0,1.8,
47107,2017-10-01 21:00:00,220.0,7.6,
47107,2017-10-01 22:00:00,230.0,5.4,
47107,2017-10-01 23:00:00,270.0,1.8,
47107,2017-10-02 00:00:00,240.0,5.4,
47107,2017-10-02 01:00:00,290.0,5.4,
47107,2017-10-02 02:00:00,270.0,5.4,
47107,2017-10-02 03:00:00,270.0,5.4,
47107,2017-10-02 04:00:00,10.0,13.0,
47107,2017-10-02 05:00:00,310.0,11.2,
47107,2017-10-02 06:00:00,260.0,9.4,
47107,2017-10-02 09:00:00,250.0,7.6,
47107,2017-10-02 10:00:00,250.0,7.6,
47107,2017-10-02 11:00:00,240.0,5.4,
47107,2017-10-02 12:00:00,270.0,5.4,
47107,2017-10-02 13:00:00,260.0,5.4,
47107,2017-10-02 14:00:00,230.0,7.6,
47107,2017-10-02 15:00:00,250.0,7.6,
47107,2017-10-02 16:00:00,220.0,5.4,
47107,2017-10-02 17:00:00,250.0,1.8,
47107,2017-10-02 18:00:00,220.0,3.6,
47107,2017-10-02 19:00:00,220.0,5.4,
47107,2017-10-02 20:00:00,290.0,3.6,
47107,2017-10-02 21:00:00,50.0,22.3,
47107,2017-10-02 22:00:00,60.0,18.4,
47107,2017-10-02 23:00:00,50.0,7.6,
47107,2017-10-03 00:00:00,290.0,5.4,
47107,2017-10-03 01:00:00,70.0,11.2,
47107,2017-10-03 02:00:00,60.0,22.3,
47107,2017-10-03 03:00:00,60.0,11.2,
47107,2017-10-03 04:00:00,40.0,3.6,
47107,2017-10-03 05:00:00,80.0,1.8,
47107,2017-10-03 06:00:00,60.0,3.6,
47107,2017-10-03 07:00:00,180.0,1.8,
47107,2017-10-03 08:00:00,230.0,5.4,
47107,2017-10-03 09:00:00,250.0,5.4,
47107,2017-10-03 10:00:00,220.0,5.4,
47107,2017-10-03 11:00:00,220.0,1.8,
47107,2017-10-03 12:00:00,240.0,5.4,
47107,2017-10-03 13:00:00,220.0,3.6,
47107,2017-10-03 14:00:00,210.0,5.4,
47107,2017-10-03 15:00:00,280.0,3.6,
47107,2017-10-03 16:00:00,250.0,3.6,
47107,2017-10-03 17:00:00,230.0,5.4,
47107,2017-10-03 18:00:00,220.0,3.6,
47107,2017-10-03 19:00:00,250.0,5.4,
47107,2017-10-03 20:00:00,250.0,5.4,
47107,2017-10-03 21:00:00,220.0,7.6,
47107,2017-10-03 22:00:00,20.0,9.4,
47107,2017-10-03 23:00:00,280.0,7.6,
47107,2017-10-04 00:00:00,300.0,11.2,
47107,2017-10-04 01:00:00,310.0,14.8,
47107,2017-10-04 02:00:00,60.0,18.4,
47107,2017-10-04 03:00:00,100.0,16.6,
47107,2017-10-04 04:00:00,80.0,16.6,
47107,2017-10-04 05:00:00,110.0,9.4,
47107,2017-10-04 06:00:00,80.0,13.0,
47107,2017-10-04 07:00:00,90.0,18.4,
47107,2017-10-04 08:00:00,100.0,13.0,
47107,2017-10-04 09:00:00,110.0,7.6,
47107,2017-10-04 10:00:00,210.0,3.6,
47107,2017-10-04 11:00:00,250.0,3.6,
47107,2017-10-04 12:00:00,240.0,5.4,
47107,2017-10-04 13:00:00,210.0,3.6,
47107,2017-10-04 14:00:00,180.0,1.8,
47107,2017-10-04 15:00:00,240.0,3.6,
47107,2017-10-04 16:00:00,210.0,5.4,
47107,2017-10-04 17:00:00,230.0,7.6,
47107,2017-10-04 18:00:00,240.0,3.6,
47107,2017-10-04 20:00:00,220.0,1.8,
47107,2017-10-04 21:00:00,220.0,1.8,
47107,2017-10-04 22:00:00,220.0,3.6,
47107,2017-10-04 23:00:00,210.0,5.4,
47107,2017-10-05 00:00:00,210.0,1.8,
47107,2017-10-05 01:00:00,150.0,14.8,
47107,2017-10-05 02:00:00,130.0,20.5,
47107,2017-10-05 03:00:00,130.0,20.5,
47107,2017-10-05 04:00:00,130.0,24.1,
47107,2017-10-05 05:00:00,130.0,18.4,
47107,2017-10-05 06:00:00,140.0,16.6,
47107,2017-10-05 07:00:00,140.0,11.2,
47107,2017-10-05 08:00:00,130.0,9.4,
47107,2017-10-05 09:00:00,140.0,5.4,
47107,2017-10-05 11:00:00,170.0,1.8,
47107,2017-10-05 12:00:00,240.0,3.6,
47107,2017-10-05 13:00:00,200.0,1.8,
47107,2017-10-05 14:00:00,240.0,3.6,
47107,2017-10-05 15:00:00,280.0,1.8,
47107,2017-10-05 16:00:00,220.0,3.6,
47107,2017-10-09 20:00:00,230.0,1.8,
47107,2017-10-09 22:00:00,220.0,3.6,
47107,2017-10-10 00:00:00,260.0,1.8,
47107,2017-10-10 01:00:00,250.0,9.4,
47107,2017-10-10 02:00:00,300.0,3.6,
47107,2017-10-10 03:00:00,250.0,1.8,
47107,2017-10-10 05:00:00,340.0,7.6,
47107,2017-10-10 06:00:00,10.0,5.4,
47107,2017-10-10 07:00:00,320.0,13.0,
47107,2017-10-10 08:00:00,310.0,9.4,
47107,2017-10-10 09:00:00,310.0,9.4,
47107,2017-10-10 10:00:00,310.0,7.6,
47107,2017-10-10 11:00:00,290.0,3.6,
47107,2017-10-10 12:00:00,280.0,1.8,
47107,2017-10-10 13:00:00,340.0,1.8,
47107,2017-10-10 14:00:00,200.0,1.8,
47107,2017-10-10 15:00:00,280.0,1.8,
47107,2017-10-10 16:00:00,220.0,3.6,
47107,2017-10-10 17:00:00,230.0,5.4,
47107,2017-10-10 18:00:00,270.0,3.6,
47107,2017-10-10 20:00:00,290.0,13.0,
47107,2017-10-10 21:00:00,340.0,18.4,
47107,2017-10-10 22:00:00,350.0,14.8,
47107,2017-10-10 23:00:00,290.0,5.4,
47107,2017-10-11 00:00:00,270.0,5.4,
47107,2017-10-11 01:00:00,260.0,7.6,
47107,2017-10-11 02:00:00,300.0,3.6,
47107,2017-10-11 03:00:00,330.0,7.6,
47107,2017-10-11 04:00:00,340.0,7.6,
47107,2017-10-11 06:00:00,350.0,5.4,
47107,2017-10-11 07:00:00,10.0,5.4,
47107,2017-10-11 08:00:00,350.0,5.4,
47107,2017-10-11 09:00:00,340.0,3.6,
47107,2017-10-11 10:00:00,350.0,7.6,
47107,2017-10-11 11:00:00,350.0,5.4,
47107,2017-10-11 12:00:00,260.0,3.6,
47107,2017-10-11 13:00:00,260.0,5.4,
47107,2017-10-11 14:00:00,360.0,9.4,
47107,2017-10-11 16:00:00,290.0,5.4,
47107,2017-10-11 17:00:00,260.0,3.6,
47107,2017-10-11 18:00:00,300.0,9.4,
47107,2017-10-11 19:00:00,260.0,9.4,
47107,2017-10-11 20:00:00,280.0,9.4,
47107,2017-10-11 21:00:00,240.0,7.6,
47107,2017-10-11 22:00:00,270.0,5.4,
47107,2017-10-11 23:00:00,280.0,7.6,
47107,2017-10-12 00:00:00,280.0,7.6,
47107,2017-10-12 01:00:00,280.0,9.4,
47107,2017-10-12 02:00:00,290.0,5.4,
47107,2017-10-12 04:00:00,310.0,7.6,
47107,2017-10-12 05:00:00,270.0,9.4,
47107,2017-10-12 06:00:00,260.0,7.6,
47107,2017-10-12 09:00:00,230.0,5.4,
47107,2017-10-12 10:00:00,300.0,3.6,
47107,2017-10-12 11:00:00,220.0,5.4,
47107,2017-10-12 12:00:00,260.0,3.6,
47107,2017-10-12 13:00:00,220.0,5.4,
47107,2017-10-12 14:00:00,210.0,5.4,
47107,2017-10-12 16:00:00,210.0,5.4,
47107,2017-10-12 17:00:00,220.0,1.8,
47107,2017-10-12 18:00:00,230.0,5.4,
47107,2017-10-12 19:00:00,230.0,3.6,
47107,2017-10-12 20:00:00,220.0,7.6,
47107,2017-10-12 21:00:00,230.0,7.6,
47107,2017-10-12 22:00:00,220.0,3.6,
47107,2017-10-12 23:00:00,240.0,9.4,
47107,2017-10-13 00:00:00,250.0,13.0,
47107,2017-10-13 01:00:00,300.0,13.0,
47107,2017-10-13 02:00:00,320.0,16.6,
47107,2017-10-13 04:00:00,330.0,14.8,
47107,2017-10-13 05:00:00,320.0,13.0,
47107,2017-10-13 06:00:00,320.0,13.0,
47107,2017-10-13 08:00:00,340.0,5.4,
47107,2017-10-13 09:00:00,270.0,5.4,
47107,2017-10-13 10:00:00,220.0,3.6,
47107,2017-10-13 11:00:00,240.0,7.6,
