station,period,n,mean,p50,p90,weibull_k,weibull_c,power_density,dir_0,dir_22,dir_45,dir_67,dir_90,dir_112,dir_135,dir_157,dir_180,dir_202,dir_225,dir_247,dir_270,dir_292,dir_315,dir_337
47086,2021,8737,15.40199153027355,13.3,29.5,1.6532065835733016,17.641036373133467,5690.4545955247795,0.08675746823852581,0.04097516309946206,0.035137919194231426,0.08137804738468582,0.08664301247567816,0.0591736293922399,0.0402884285223761,0.037770401739727594,0.060089275495021174,0.04303536683071993,0.04017397275952844,0.041547441913700356,0.062149479226279045,0.07462515737667391,0.10770287283964748,0.1025523635115028
47101,2021,8737,7.119903857159208,7.4,11.1,2.2943763967626523,8.05524091082745,384.1456505207738,0.19514707565525924,0.0842394414558773,0.030101865628934417,0.008011903399336157,0.004349318988211057,0.0054938766166876506,0.008584182213574454,0.016138262561519973,0.03422227309145016,0.073251688222502,0.13025065812063638,0.09362481400938537,0.047041318530388,0.04108961886230972,0.05654114684674373,0.1719125557971844
47103,2021,8734,21.08787497137623,18.4,38.9,1.80137784677534,23.7900649393219,12536.399510011166,0.07568124570643463,0.03606594916418594,0.04293565376688802,0.06022441035035493,0.07121593771467827,0.061712846347607056,0.0660636592626517,0.05324021067094115,0.06010991527364323,0.04259216853675292,0.05793450881612091,0.05289672544080604,0.08014655369819097,0.05381268605449965,0.09342798259674834,0.09193954659949623
47104,2021,8737,5.7740070962572965,4.7,11.5,1.4616551838107212,6.479054018367902,379.8911932027584,0.09808858876044409,0.07073366143985349,0.060089275495021174,0.04784250887032162,0.04234863225363397,0.05940254091793522,0.06489641753462287,0.08641410094998284,0.08252260501316241,0.08011903399336157,0.07840219755064667,0.0676433558429667,0.057914616000915645,0.034680096142840795,0.031017511731715693,0.03788485750257525
47105,2021,8737,10.8513906375186,9.3,18.5,2.306544300893517,12.278737519105904,1386.9725279386519,0.025294723589332723,0.02380679867231315,0.027354927320590593,0.0360535652970127,0.06993247109991989,0.06695662126588074,0.03193315783449697,0.019457479684102094,0.025065812063637404,0.05379420853839991,0.23738125214604555,0.20041204074625157,0.09934760215176834,0.03857159207966121,0.0256380908778757,0.018999656632711456
47106,2021,8737,10.063168135515623,9.3,16.7,2.0613505395883465,11.412032491832313,1266.3832492746367,0.06890236923429095,0.05139063751859906,0.042005264965090994,0.03857159207966121,0.052878562435618635,0.041661897676548015,0.026439281217809318,0.023120064095227193,0.04349318988211057,0.10747396131395216,0.11502804166189767,0.09545610621494792,0.12590133913242532,0.044065468696348864,0.04738468581893098,0.07622753805654114
47107,2021,8737,9.929197665102437,7.9,20.2,1.5342192076037433,11.098438013245186,1764.7578583009044,0.04543893785052077,0.041547441913700356,0.0518484605699897,0.05951699668078288,0.08526954332150624,0.062263934989126704,0.034451184617145476,0.020945404601121667,0.027812750371981228,0.07164930754263477,0.15726221815268399,0.15623211628705505,0.07256495364541604,0.03857159207966121,0.037655945976879934,0.03696921139979398
47108,2021,8737,9.182705734233718,9.0,14.8,2.1949701932981265,10.371064205360526,863.4056594526155,0.035595742245622064,0.08526954332150624,0.1806111937736065,0.08137804738468582,0.034794551905688455,0.015222616458738698,0.012132310861851894,0.01293350120178551,0.035137919194231426,0.03799931326542291,0.059745908206478196,0.13425660982030446,0.1476479340734806,0.07668536110793178,0.03216206936019229,0.01842737781847316
47110,2021,8737,10.142829346457594,9.4,18.4,1.6416910919655288,11.445136329275549,1638.1282646145703,0.07977566670481859,0.03399336156575484,0.025180267826485064,0.03433672885429782,0.05677005837243905,0.04074625157376674,0.05425203158979055,0.05413757582694289,0.06420968295753691,0.04429438022204418,0.04108961886230972,0.04005951699668078,0.11811834725878448,0.1067872267368662,0.13070848117202702,0.07554080347945519
47111,2021,8737,7.430616916561748,5.4,14.8,1.4840971199663167,8.257914685673459,716.2698412055053,0.05905917362939224,0.02975849834039144,0.02758383884628591,0.024722444775094426,0.035595742245622064,0.024264621723703788,0.037541490214032275,0.09236580061806111,0.17454503834268056,0.10289573080004578,0.06031818702071649,0.048643699210255235,0.07451070161382625,0.09980542520315898,0.06535424058601351,0.04303536683071993
47112,2021,8737,14.434233718667734,13.0,25.2,2.0010100174600733,16.324774563623276,3619.993069207108,0.0481858761588646,0.052878562435618635,0.07061920567700583,0.06077601007210713,0.055511044981114796,0.05036053565297013,0.03845713631681355,0.039716149708137805,0.04555339361336843,0.061920567700583726,0.06890236923429095,0.09568501774064324,0.06993247109991989,0.07588417076799817,0.10724504978825684,0.05837243905230628
