station,period,n,mean,p50,p90,weibull_k,weibull_c,power_density,dir_0,dir_22,dir_45,dir_67,dir_90,dir_112,dir_135,dir_157,dir_180,dir_202,dir_225,dir_247,dir_270,dir_292,dir_315,dir_337
47086,2020,8690,9.687733026467205,7.6,20.5,1.5973317692805753,12.29655777362822,2092.5948986622557,0.1892980437284235,0.03452243958573072,0.03624856156501726,0.043037974683544304,0.1096662830840046,0.04372842347525892,0.031300345224395856,0.022209436133486766,0.04867663981588032,0.040851553509781355,0.0383199079401611,0.041196777905638665,0.07399309551208286,0.0712313003452244,0.09447640966628308,0.0810126582278481
47101,2020,8761,7.4299052619563986,7.4,11.1,2.277694447623772,8.405824652344684,441.9845535155805,0.19906403378609747,0.08903093254194727,0.028193128638283303,0.007647528820910855,0.005136399954343111,0.00582125328158886,0.00582125328158886,0.012783928775253967,0.045771030704257504,0.09314005250542176,0.14541718981851387,0.09268348362059126,0.04109119963474489,0.03492751968953316,0.04805387512841,0.14541718981851387
47103,2020,5409,11.798132741726754,11.2,18.4,2.1720652404750123,13.373175610898018,1869.14432444768,0.05527823997041967,0.06969865039748567,0.08892586430024034,0.12885930855980773,0.07191717507857275,0.03105934553521908,0.036420780181179516,0.032353484932519876,0.03956369014605288,0.037345165464965795,0.052505084119060824,0.08097615085967831,0.19319652431133297,0.052135330005546314,0.014420410427066,0.015344795710852283
47104,2020,8761,6.946478712475745,6.1,11.1,1.9682766495285315,7.901029943795022,424.52625278364343,0.14690103869421298,0.05912567058554959,0.020317315374957196,0.014724346535783587,0.04154776851957539,0.02476886200205456,0.0388083552105924,0.04440132404976601,0.057185252825019975,0.07989955484533728,0.13057870106152267,0.10329871019290035,0.07270859490925694,0.02887798196552905,0.03915078187421527,0.09770574135372674
47105,2020,8761,11.86512955142107,11.1,18.5,2.482805972415571,13.35323650980554,1677.0381736788042,0.028763839744321423,0.03367195525624929,0.02670927976258418,0.029676977513982423,0.043488186280105014,0.059810523912795344,0.04485789293459651,0.019518319826503823,0.017577902065974205,0.02762241753224518,0.1691587718296998,0.20579842483734734,0.16139710078758132,0.0651752083095537,0.03732450633489328,0.029448693071567174
47106,2020,8761,11.824905832667504,11.1,18.5,2.1803950174843583,13.387192526368224,1935.6410840372102,0.07556215043944756,0.038694212989384774,0.032758817486588286,0.03412852414107979,0.05079328843739299,0.040977057413537264,0.02328501312635544,0.01963246204771145,0.044972035155804134,0.13480196324620478,0.13776966099760302,0.11037552790777308,0.0836662481451889,0.04189019518319827,0.05067914621618537,0.08001369706654492
47107,2020,8761,11.878780961077503,9.4,24.1,1.4705930399745206,13.15672279243775,2854.8798106580307,0.04805387512841,0.041661910740783015,0.036867937450062775,0.04223262184682114,0.07921470151809154,0.04120534185595252,0.018376897614427578,0.01118593767834722,0.03858007076817715,0.09827645245976487,0.15968496746946695,0.20796712704029222,0.0785298481908458,0.03892249743180002,0.02796484419586805,0.031274968610889166
47108,2020,8761,9.415306471863943,9.3,15.5,1.987167312810553,10.671815705020707,1018.899128967869,0.038009359662139024,0.05832667503709622,0.11106038123501884,0.0683711905033672,0.04109119963474489,0.01677890651752083,0.018376897614427578,0.013925350987330214,0.024084008674808813,0.04520031959821938,0.0665449149640452,0.11037552790777308,0.18274169615340716,0.11927862116196782,0.05912567058554959,0.02670927976258418
47110,2020,8761,10.43548681657345,9.4,20.5,1.59360478439415,11.742932041976381,1861.1223960035957,0.07967127040292205,0.03013354639881292,0.023741582011185938,0.020545599817372445,0.03549823079557128,0.026024426435338432,0.0392649240954229,0.04542860404063463,0.06483278164593083,0.046798310695126126,0.052733706197922614,0.04771144846478712,0.14621618536696723,0.11665335007419245,0.13514438990982763,0.0896016436479854
47111,2020,8757,7.151341783715885,5.4,14.8,1.5216978258691518,8.753697011524125,749.0350116806557,0.14890944387347266,0.03528605686879068,0.02649309124129268,0.016329793308210574,0.019184652278177457,0.011647824597464886,0.0254653420121046,0.07525408244832706,0.15404819001941303,0.08781546191618134,0.05367134863537741,0.048304213771839674,0.08952837729816147,0.08621674089299988,0.07491149937193102,0.046933881466255566
