station,period,n,mean,p50,p90,weibull_k,weibull_c,power_density,dir_0,dir_22,dir_45,dir_67,dir_90,dir_112,dir_135,dir_157,dir_180,dir_202,dir_225,dir_247,dir_270,dir_292,dir_315,dir_337
47086,2017,8669,12.1479294036221,11.2,24.1,1.9558399405168996,15.624741586673785,2980.702398416773,0.17464528780712885,0.03529818894912908,0.044295766524397276,0.04441112008305456,0.11731456915445841,0.042796170261852576,0.026877379167147306,0.016726266005306262,0.05110162648517707,0.04810243396008767,0.03483677471449994,0.04233475602722344,0.07694082362440881,0.05075556580920521,0.11108547698696505,0.07451839889260584
47101,2017,8705,11.897507179781735,9.4,24.1,1.5001792788326793,13.521086592642593,3125.805085752441,0.06823664560597358,0.020333141872487075,0.029523262492820217,0.03090178058587019,0.07834577828834004,0.019758759333716257,0.023779437105112003,0.054336588167719704,0.048477886272257326,0.04928202182653647,0.17759908098793797,0.17966685812751293,0.1134979896611143,0.03549684089603676,0.04055140723721999,0.030212521539345203
47103,2017,244,15.137704918032789,14.8,23.56000000000003,2.5485535413510148,17.076276392127827,3355.4408720286892,0.05327868852459016,0.09016393442622951,0.19262295081967212,0.1721311475409836,0.11065573770491803,0.020491803278688523,0.01639344262295082,0.004098360655737705,0.03278688524590164,0.02459016393442623,0.03278688524590164,0.09016393442622951,0.13114754098360656,0.020491803278688523,0.004098360655737705,0.004098360655737705
47104,2017,8705,11.897507179781735,9.4,24.1,1.5001792788326793,13.521086592642593,3125.805085752441,0.06823664560597358,0.020333141872487075,0.029523262492820217,0.03090178058587019,0.07834577828834004,0.019758759333716257,0.023779437105112003,0.054336588167719704,0.048477886272257326,0.04928202182653647,0.17759908098793797,0.17966685812751293,0.1134979896611143,0.03549684089603676,0.04055140723721999,0.030212521539345203
47105,2017,318,9.015094339622642,7.6,18.4,1.4327360698946263,9.983071375193909,1369.710486556604,0.040880503144654086,0.009433962264150943,0.02830188679245283,0.03773584905660377,0.0440251572327044,0.03773584905660377,0.015723270440251572,0.015723270440251572,0.040880503144654086,0.15723270440251572,0.1540880503144654,0.18238993710691823,0.11635220125786164,0.04716981132075472,0.0220125786163522,0.050314465408805034
47106,2017,318,9.015094339622642,7.6,18.4,1.4327360698946263,9.983071375193909,1369.710486556604,0.040880503144654086,0.009433962264150943,0.02830188679245283,0.03773584905660377,0.0440251572327044,0.03773584905660377,0.015723270440251572,0.015723270440251572,0.040880503144654086,0.15723270440251572,0.1540880503144654,0.18238993710691823,0.11635220125786164,0.04716981132075472,0.0220125786163522,0.050314465408805034
47107,2017,318,9.015094339622642,7.6,18.4,1.4327360698946263,9.983071375193909,1369.710486556604,0.040880503144654086,0.009433962264150943,0.02830188679245283,0.03773584905660377,0.0440251572327044,0.03773584905660377,0.015723270440251572,0.015723270440251572,0.040880503144654086,0.15723270440251572,0.1540880503144654,0.18238993710691823,0.11635220125786164,0.04716981132075472,0.0220125786163522,0.050314465408805034
47108,2017,8726,9.169757047902818,7.6,16.6,1.6863982893620293,10.393379674908804,1162.085360822542,0.06944762777905111,0.043777217510887007,0.04985101994040798,0.025899610359844144,0.03105661242264497,0.019596607838643136,0.025785010314004125,0.03036901214760486,0.05993582397432959,0.0506532202612881,0.05924822369928948,0.07769883107953243,0.14898005959202384,0.11162044464817786,0.12342424936969974,0.07265642906257162
47110,2017,8726,9.826186110474444,9.4,18.4,1.6729763928254062,11.166534447410196,1436.679403574089,0.07449002979601192,0.025785010314004125,0.016387806555122623,0.015929406371762548,0.03724501489800596,0.02280540912216365,0.03266101306440523,0.04354801741920697,0.0725418290167316,0.04331881732752693,0.05454962181984873,0.04366261746504699,0.12445564978225991,0.11929864771945908,0.17361906944762778,0.09970203988081595
47111,2017,6690,6.792092675635276,5.4,13.0,1.4924025447673985,7.556182870717928,546.9537908725711,0.050672645739910316,0.02929745889387145,0.017787742899850523,0.015844544095665172,0.021524663677130046,0.021225710014947684,0.052615844544095666,0.1251121076233184,0.17727952167414052,0.06846038863976084,0.05291479820627803,0.057698056801195816,0.10149476831091181,0.09626307922272048,0.06397608370702541,0.04783258594917788
